,Unnamed: 0,F/H,sector,society,price,price_per_sqft,total_area(sqft),bedRoom,bathroom,balcony,additionalRoom,address,floorNum,agePossession,furnishing_type,additional_room_count,luxury_score
760,760,1,67,m3m merlin,3.39,14376,2358,3,4,3,1.0,"1502, Sector 67 Gurgaon, Gurgaon, Haryana",14.0,New,2,1.0,26
761,761,0,86,dlf new town heights ,2.5,7058,3542,4,4,3,"study room,servant room,pooja room,store room","Sector 86 Gurgaon, Gurgaon, Haryana",3.0,Relatively Old,2,4.0,142
762,762,1,78,umang monsoon breeze,0.75,6053,1239,2,2,1,0.0,"Sector 78, Sector 78 Gurgaon, Gurgaon, Haryana",5.0,Relatively Old,0,0.0,0
763,763,1,85,ss,2.1,7467,2812,4,4,3,0.0,"Sector 85 Gurgaon, Gurgaon, Haryana",2.0,New,0,0.0,49
764,764,1,3,palam vihar society,0.4,8602,465,1,1,1,0.0,"Cosmos Executive Appartments, Palam Vihar, Gurgaon, Haryana",5.0,Relatively Old,2,0.0,39
765,765,0,50,unitech deerwood chase,8.45,26153,3231,3,3,2,"study room,servant room","Deerwood, Nirvana Country, Gurgaon, Haryana",3.0,Old,2,2.0,102
766,766,0,3,ansals palam vihar,5.0,12500,4000,6,4,0,0,"Palam Vihar, Palam Vihar, Gurgaon, Haryana",3.0,Relatively Old,0,0.0,0
767,767,1,106,paras dews,1.5,6369,2355,4,6,3,1.0,"Sector 106 Gurgaon, Gurgaon, Haryana",11.0,New,0,1.0,174
768,768,1,92,sare green parc,0.85,6538,1300,3,2,2,0.0,"Sector 92, Sector 92 Gurgaon, Gurgaon, Haryana",20.0,New,0,0.0,0
769,769,1,86,dlf new town heights ,1.28,8205,1560,3,4,3,2.0,"Sector 86 Gurgaon, Gurgaon, Haryana",12.0,Relatively Old,0,2.0,96
770,770,1,102,adani m2k oyster grande,1.95,7561,2579,3,4,3,2.0,"B-902, Sector 102 Gurgaon, Gurgaon, Haryana",9.0,New,2,2.0,83
772,772,1,58,ireo the grand arch,2.2,16000,1375,2,2,1,1.0,"B-503, sector 58 Gurgaon, Gurgaon, Haryana",5.0,New,2,1.0,49
773,773,1,35,signature global park,0.56,6812,822,2,2,3,0.0,"Sohna, Gurgaon, Haryana",3.0,Relatively New,0,0.0,111
774,774,1,78,umang monsoon breeze,0.88,4746,1854,3,4,3,2.0,"654, Sector 78 Gurgaon, Gurgaon, Haryana",8.0,Relatively Old,0,2.0,111
775,775,1,81,dlf the ultima,2.7,12802,2109,3,3,3,1.0,"Sector 81 Gurgaon, Gurgaon, Haryana",15.0,New,2,1.0,49
776,776,1,102,conscient heritage max,2.22,13875,1600,3,4,3,2.0,"Gurgaon, Sector 102 Gurgaon, Gurgaon, Haryana",15.0,New,0,2.0,82
777,777,1,104,experion heartsong,1.08,6150,1756,3,3,0,0.0,"604, Tower B-3, 6th Floor,Sector 108, Dwarka Expressway Gurgaon, Gurgaon, Haryana",7.0,Under Construction,0,0.0,0
778,778,1,83,vatika lifestyle homes,1.05,7500,1400,3,2,2,0.0,"Block W, Sector 83 Gurgaon, Gurgaon, Haryana",1.0,Relatively Old,2,0.0,106
779,779,1,95A,signature the roselia,0.41,7293,562,2,2,2,0.0,"G-1201, Sector 95A Gurgaon, Gurgaon, Haryana",12.0,Relatively New,2,0.0,93
780,780,1,108,sobha city,3.95,16858,2343,3,4,2,1.0,"231, Sector 108 Gurgaon, Gurgaon, Haryana",15.0,New,0,1.0,49
781,781,1,81,bestech park view anot availableda,1.15,6927,1660,3,2,3,0.0,"Sector 81 Gurgaon, Gurgaon, Haryana",12.0,New,0,0.0,101
782,782,1,35,signature global park,0.9,8035,1120,3,2,2,0.0,"Sohna, Gurgaon, Haryana",2.0,Under Construction,0,0.0,144
783,783,1,107,m3m woodshire,0.8,5856,1366,2,2,3,0.0,"Top Floor, Sector 107 Gurgaon, Gurgaon, Haryana",14.0,Relatively New,0,0.0,67
784,784,0,3,indepedent,5.6,17284,3240,8,6,3,"pooja room,study room,servant room,store room","Palam Vihar, Gurgaon, Haryana",3.0,Relatively Old,0,4.0,0
785,785,1,1,hsiidc sidco shivalik apartments,0.85,5102,1666,3,2,2,0.0,"Sector 1 Imt Manesar, Gurgaon, Haryana",5.0,Relatively Old,0,0.0,0
786,786,1,54,la lagune,6.75,21360,3160,4,6,3,1.0,"La Lagune, Sector 54 Gurgaon, Gurgaon, Haryana",11.0,Relatively Old,2,1.0,119
787,787,1,102,emaar imperial gardens,2.05,9876,2076,3,4,3,1.0,"Sector 102 Gurgaon, Gurgaon, Haryana",14.0,New,0,1.0,116
788,788,0,28,housing board colony,2.1,23333,900,8,8,3,others,"Saraswati Vihar, Gurgaon, Haryana",3.0,Relatively Old,2,1.0,38
790,790,1,99A,pareena coban residences,1.3,6510,1997,3,3,0,0.0,"Sector 99a, Delhi Gurgaon Expressway, Sector 99A Gurgaon, Gurgaon, Haryana",16.0,New,0,0.0,0
791,791,1,47,unitech uniworld gardens,2.15,10306,2086,3,4,3,1.0,"4nf, Sector 47 Gurgaon, Gurgaon, Haryana",10.0,Relatively Old,0,1.0,49
792,792,1,70A,aipl club residences,0.95,10215,930,2,2,1,0.0,"Sector 70a, Sector 70A Gurgaon, Gurgaon, Haryana",11.0,Relatively New,2,0.0,103
793,793,0,3,bhim garh kheri,0.75,6410,1170,4,2,2,0,"269/1a, Sector 3 Gurgaon, Gurgaon, Haryana",3.0,Old,0,0.0,16
794,794,1,74,m3m skywalk,1.47,10954,1342,2,2,3,0.0,"Sector 74 Gurgaon, Gurgaon, Haryana",26.0,Relatively New,2,0.0,31
795,795,0,6,mahavir pura,0.75,8333,900,2,3,2,0,"Mahavir pura, Gurgaon, Haryana",3.0,Old,0,0.0,0
796,796,0,25,indepedent,10.0,37037,2700,5,5,3,"pooja room,servant room","M Block Corner, DLF Phase 2, Gurgaon, Haryana",3.0,Relatively Old,1,2.0,29
797,797,1,76,whiteland  the aspen,3.5,11917,2937,3,4,3,0.0,"Sector 76, Delhi Gurgaon Expressway, Sector 76 Gurgaon, Gurgaon, Haryana",8.0,Under Construction,0,0.0,0
798,798,1,109,chintels paradiso,1.8,8866,2030,3,3,2,1.0,"Sector 109 Gurgaon, Gurgaon, Haryana",7.0,Relatively Old,0,1.0,83
799,799,1,79,supertech araville,0.71,5522,1286,2,2,0,0.0,"E906, Sector-79, Sector 79 Gurgaon, Gurgaon, Haryana",9.0,Under Construction,0,0.0,0
800,800,1,81,bestech park view grand spa,2.91,9136,3185,4,5,2,1.0,"Sector 81 Gurgaon, Gurgaon, Haryana",6.0,New,2,1.0,101
802,802,1,88A,godrej oasis,1.29,7800,1654,3,3,3,2.0,"Godrej Oasis, Sector-88a Gurgaon, Sector 88A Gurgaon, Gurgaon, Haryana",5.0,Relatively New,0,2.0,65
803,803,1,109,ats kocoon,1.7,9742,1745,3,3,3,0.0,"2134, Sector 109 Gurgaon, Gurgaon, Haryana",21.0,Relatively Old,0,0.0,49
804,804,1,79,godrej aria,1.1,7772,1415,2,2,3,0.0,"Sector 79 Gurgaon, Gurgaon, Haryana",4.0,Relatively New,2,0.0,49
805,805,1,109,ats tourmaline,1.4,8000,1750,3,3,3,1.0,"Ats Tourmaline, Sector-109 Gurgaon, Sector 109 Gurgaon, Gurgaon, Haryana",12.0,New,0,1.0,65
807,807,1,28,dlf regency park ,2.3,11817,1946,3,3,3,1.0,"501, DLF Phase 4, Gurgaon, Haryana",7.0,Relatively Old,0,1.0,117
808,808,0,3,indepedent,7.2,13333,5400,4,4,3,"servant room,study room","G-145b, Ansal's Palam Vihar, Gurgaon, Haryana",3.0,Old,1,2.0,15
809,809,1,48,vipul world,1.38,9482,1455,3,3,1,0.0,"Sector 48 Gurgaon, Gurgaon, Haryana",2.0,New,0,0.0,60
811,811,1,74,m3m skywalk,1.55,13790,1124,2,2,3,1.0,"T1-1111, Sector 74 Gurgaon, Gurgaon, Haryana",18.0,New,0,1.0,137
812,812,1,61,smart world orchard,1.47,12250,1200,2,2,2,1.0,"Sector 61 Gurgaon, Gurgaon, Haryana",2.0,Under Construction,0,1.0,76
813,813,1,50,the close north,2.35,11767,1997,3,3,3,0.0,"8/9, Nirvana Country, Gurgaon, Haryana",8.0,Relatively Old,2,0.0,165
814,814,1,65,m3m golfestate,6.15,18331,3355,3,4,2,0.0,"Sector 65, Sector 65 Gurgaon, Gurgaon, Haryana",20.0,New,0,0.0,34
815,815,1,102,emaar gurgaon greens,1.4,8484,1650,3,3,3,1.0,"902, Sector 102 Gurgaon, Gurgaon, Haryana",9.0,New,0,1.0,49
816,816,1,83,vatika gurgaon ,1.25,7812,1600,4,4,3,1.0,"Block A, Sector 83 Gurgaon, Gurgaon, Haryana",12.0,Relatively Old,0,1.0,103
817,817,1,92,sare crescent parc,1.0,5128,1950,4,3,2,0.0,"Sector 92 Gurgaon, Gurgaon, Haryana",1.0,New,0,0.0,49
818,818,0,13,indepedent,4.5,9091,4950,4,5,2,0,"339/3, Prem Nagar, Gurgaon, Haryana",3.0,Old,0,0.0,0
819,819,1,90,dlf regal gardens,1.75,7900,2215,4,4,3,1.0,"347, Sector 90 Gurgaon, Gurgaon, Haryana",3.0,New,0,1.0,6
820,820,1,35,hcbs sports ville,0.25,4166,600,1,1,1,0.0,"Sohna, Gurgaon, Haryana",12.0,New,0,0.0,37
821,821,1,35,signature global park,0.55,7355,748,2,2,3,0.0,"O-8, Sohna, Gurgaon, Haryana",4.0,Relatively New,0,0.0,80
822,822,1,70A,capital residences 360,1.69,8552,1976,3,3,3,1.0,"1001, Sector 70A Gurgaon, Gurgaon, Haryana",8.0,Relatively New,0,1.0,165
823,823,1,111,puri diplomatic greens,2.25,13235,1700,3,3,2,0.0,"N/a, Sector 111 Gurgaon, Gurgaon, Haryana",12.0,New,0,0.0,101
824,824,1,110,ompee k s residency,1.6,2993,5346,2,2,2,0.0,"New Palam Vihar, Gurgaon, Haryana",1.0,New,0,0.0,0
825,825,1,70,shree vardhman victoria,1.75,8974,1950,3,4,2,2.0,"Sector 70 Gurgaon, Gurgaon, Haryana",16.0,New,0,2.0,49
826,826,1,65,emaar mgf emerald floors premier,2.29,13878,1650,3,4,3,2.0,"Sector 65 Gurgaon, Gurgaon, Haryana",2.0,New,1,2.0,174
827,827,1,102,emaar gurgaon greens,1.35,8181,1650,3,3,3,1.0,"Sector 102 Gurgaon, Gurgaon, Haryana",5.0,New,0,1.0,119
828,828,1,85,orris aster court premier,1.25,5896,2120,3,4,2,1.0,"Sector 85 Gurgaon, Gurgaon, Haryana",6.0,New,2,1.0,49
829,829,1,50,unitech fresco,1.82,9912,1836,3,3,3,1.0,"1402, Nirvana Country, Gurgaon, Haryana",14.0,Relatively Old,2,1.0,174
830,830,0,26,indepedent,19.0,42222,4500,6,8,3,"pooja room,study room,servant room,store room","A18, DLF Phase 1, Gurgaon, Haryana",3.0,Relatively Old,2,4.0,103
831,831,0,35,indepedent,0.07,2525,277,1,1,0,0,"Sohna, Gurgaon, Haryana",3.0,New,0,0.0,0
832,832,0,63A,anot availablet raj estates,8.5,27139,3132,6,6,3,"pooja room,store room","Sector 63A Gurgaon, Gurgaon, Haryana",3.0,Under Construction,0,2.0,29
833,833,1,65,m3m skycity,3.0,16411,1828,3,3,3,0.0,"Sector 65 Gurgaon, Gurgaon, Haryana",17.0,Under Construction,0,0.0,99
834,834,0,50,ss hibiscus,12.5,40850,3060,4,4,3,"servant room,study room","Sector 50 Gurgaon, Gurgaon, Haryana",3.0,New,1,2.0,160
835,835,1,72,tata primanti,6.75,19285,3500,4,4,3,1.0,"Ef19a, Sector 72 Gurgaon, Gurgaon, Haryana",7.0,Relatively New,2,1.0,174
836,836,1,35,mvn athens,0.24,7056,340,1,1,1,0.0,"10/1204, Sohna, Gurgaon, Haryana",12.0,New,0,0.0,66
837,837,1,69,tulip violet,1.68,8358,2010,4,4,2,1.0,"204, Sector 69 Gurgaon, Gurgaon, Haryana",2.0,New,0,1.0,112
838,838,1,37D,signature global the millennia,0.6,9230,650,2,2,3,0.0,"702, Sector 37D Gurgaon, Gurgaon, Haryana",7.0,Relatively New,0,0.0,35
839,839,1,48,bestech park view city,2.7,11713,2305,3,3,3,2.0,"704, Sector 48 Gurgaon, Gurgaon, Haryana",7.0,New,2,2.0,174
840,840,1,65,emaar mgf emerald estate,1.42,13921,1020,2,2,2,1.0,"602, Sector 65 Gurgaon, Gurgaon, Haryana",6.0,New,2,1.0,174
841,841,1,85,ss the leaf,1.78,7392,2408,3,4,3,1.0,"Sector 85 Gurgaon, Sector 85 Gurgaon, Gurgaon, Haryana",6.0,Relatively New,0,1.0,113
842,842,0,3A,indepedent,0.37,7916,467,1,1,1,0,"Laxman Vihar, Sector 3a, Gurgaon, Sector 3A Gurgaon, Gurgaon, Haryana",3.0,New,0,0.0,0
843,843,0,38,sector 38 rwa,4.3,28782,1494,9,9,3,"pooja room,others","166 Sq Yd, Stilt,lift,demand At 4.30 Cr, Sector 38 Gurgaon, Gurgaon, Haryana",3.0,New,2,2.0,41
844,844,0,26,indepedent,8.9,32963,2700,4,4,3,"study room,servant room,pooja room,store room","Xyz, DLF Phase 1, Gurgaon, Haryana",3.0,Old,0,4.0,82
845,845,1,69,tulip violet,1.28,8111,1578,3,3,2,1.0,"Sector 69 Gurgaon, Gurgaon, Haryana",12.0,New,2,1.0,49
846,846,1,81,dlf the ultima,2.2,10476,2100,3,4,3,1.0,"R14, Sector 81 Gurgaon, Gurgaon, Haryana",17.0,New,1,1.0,49
847,847,1,35,eldeco accolade,1.3,7424,1751,3,3,3,0.0,"Sohna, Gurgaon, Haryana",10.0,New,0,0.0,49
848,848,0,43,indepedent,2.55,13178,1935,3,3,2,0,"A Block Sushant Lok Phase 1, Gurgaon, Haryana",3.0,New,2,0.0,60
849,849,1,89,smart world gems,0.97,8794,1103,2,2,3,0.0,"O-186-B Second Floor, Sector 89 Gurgaon, Gurgaon, Haryana",2.0,Relatively New,0,0.0,49
850,850,1,108,experion the heartsong,0.98,13343,734,2,3,3,4.0,"25412, Sector 108 Gurgaon, Gurgaon, Haryana",12.0,New,0,4.0,31
851,851,1,109,ats kocoon,1.7,12878,1320,3,3,3,0.0,"Gurgaon, Sector 109 Gurgaon, Gurgaon, Haryana",22.0,New,0,0.0,103
852,852,1,65,m3m skycity,1.8,13700,1314,2,2,3,0.0,"M3m 65th Avenue Premium Tower 3, Sector 65 Gurgaon, Gurgaon, Haryana",13.0,Relatively New,0,0.0,73
853,853,0,39,indepedent,15.0,33333,4500,5,5,3,servant room,"Sector 39 Gurgaon, Gurgaon, Haryana",3.0,Relatively Old,2,1.0,27
854,854,1,89,smart world gems,1.0,9007,1110,2,2,3,2.0,"O-101c, Sector 89 Gurgaon, Gurgaon, Haryana",3.0,Relatively New,0,2.0,99
855,855,1,61,smart world orchard,1.6,13913,1150,2,2,2,2.0,"Sector 61 Gurgaon, Gurgaon, Haryana",4.0,Relatively New,0,2.0,29
856,856,1,65,m3m heights,2.79,14168,1969,3,3,3,0.0,"Mid Floor, Sector 65 Gurgaon, Gurgaon, Haryana",26.0,Relatively New,0,0.0,15
857,857,1,36A,krisumi waterfall residences,3.65,14381,2538,3,3,2,0.0,"Tower A, Sector 36A Gurgaon, Gurgaon, Haryana",17.0,Relatively New,0,0.0,31
858,858,1,82A,dlf the primus,2.6,11438,2273,4,4,3,1.0,"2222, Sector 82A Gurgaon, Gurgaon, Haryana",2.0,New,0,1.0,38
859,859,0,22,indepedent,4.75,20068,2367,7,5,3,"pooja room,others","Sector 22 Gurgaon, Gurgaon, Haryana",3.0,Old,2,2.0,49
860,860,0,48,indepedent,5.5,23504,2340,4,4,2,servant room,"Sector 48 Gurgaon, Gurgaon, Haryana",3.0,New,2,1.0,22
861,861,1,28,dlf regency park ,1.91,16608,1150,2,2,2,0.0,"DLF Phase 4, Gurgaon, Haryana",11.0,Relatively New,1,0.0,98
862,862,1,69,tulip violet,1.6,10139,1578,3,3,2,1.0,"Sector 69 Gurgaon, Gurgaon, Haryana",7.0,New,0,1.0,49
863,863,0,12,indepedent,2.25,9615,2340,3,2,1,"pooja room,servant room","Acharya Puri, Gurgaon, Haryana",3.0,Old,0,2.0,8
864,864,1,92,signature global city 92,0.78,8047,969,2,2,2,0.0,"Phase 1, Sector 92 Gurgaon, Gurgaon, Haryana",2.0,Relatively New,2,0.0,47
865,865,1,82,mapsko casa bella,3.0,6134,4891,4,6,3,2.0,"A1-2501, Sector 82 Gurgaon, Gurgaon, Haryana",25.0,New,2,2.0,119
866,866,0,7,indepedent,0.53,5888,900,2,2,0,0,"Baldev Nagar, Sector 9, Baldev Nagar, Gurgaon, Haryana",3.0,Old,0,0.0,0
867,867,1,67,m3m merlin,3.4,14418,2358,3,4,3,1.0,"Middle Floor, Sector 67 Gurgaon, Gurgaon, Haryana",16.0,New,2,1.0,158
868,868,1,67,m3m merlin,2.65,12945,2047,3,3,3,1.0,"101, Sector 67 Gurgaon, Gurgaon, Haryana",7.0,New,2,1.0,174
869,869,1,99A,pareena coban residences,1.38,7150,1930,4,5,3,2.0,"Sector 99A Gurgaon, Gurgaon, Haryana",1.0,New,0,2.0,49
870,870,1,83,vatika lifestyle homes,1.25,6839,1828,3,2,1,4.0,"Tower 1, Sector 83 Gurgaon, Gurgaon, Haryana",6.0,New,1,4.0,174
871,871,1,66,emaar mgf palm terraces select,3.4,14107,2410,4,4,3,1.0,"Palm Terraces Select, Sector 66, Golf Course Extension Road Gurgaon Haryana, Sector 66 Gurgaon, Gurgaon, Haryana",2.0,New,2,1.0,157
872,872,0,43,sushant lok 1 builder floors,13.0,48148,2700,3,3,3,pooja room,"Sushant Lok Phase 1, Gurgaon, Haryana",3.0,Relatively New,2,1.0,7
873,873,0,24,indepedent,3.25,30374,1070,4,4,3,0,"DLF Phase 3, Gurgaon, Haryana",3.0,Old,0,0.0,15
874,874,1,90,dlf regal gardens,1.29,9020,1430,3,3,3,1.0,"E174, Sector 90 Gurgaon, Gurgaon, Haryana",7.0,New,0,1.0,174
875,875,1,81,signature global synera,0.48,8450,568,2,2,1,0.0,"Sector 81 Gurgaon, Gurgaon, Haryana",7.0,New,2,0.0,70
876,876,1,66,emaar the palm drive,3.9,18636,2093,3,4,3,0.0,"Sector 66, Sector 66 Gurgaon, Gurgaon, Haryana",2.0,New,0,0.0,0
877,877,1,79,godrej aria,1.3,9622,1351,2,4,2,0.0,"Sector 79 Gurgaon, Gurgaon, Haryana",3.0,New,0,0.0,53
878,878,1,70,shree vardhman victoria,1.9,9743,1950,3,3,3,4.0,"1001 Tower F, 10th Floor, Sector 70 Gurgaon, Gurgaon, Haryana",10.0,Relatively New,0,4.0,36
880,880,0,28,housing board colony,3.5,25926,1350,6,6,3,0,"000, Saraswati Vihar, Gurgaon, Haryana",3.0,New,0,0.0,0
881,881,0,57,satya the legend,9.25,16577,5580,5,5,3,"study room,servant room,pooja room,store room","7-08, Sector 57 Gurgaon, Gurgaon, Haryana",3.0,New,2,4.0,160
882,882,1,24,dlf city plots phase 3,6.5,18571,3500,4,5,3,1.0,"T8-3, DLF Phase 3, Gurgaon, Haryana",3.0,Relatively New,1,1.0,42
883,883,1,86,pyramid urban homes 2,0.44,7321,601,2,2,2,0.0,"Sector 86 Gurgaon, Gurgaon, Haryana",6.0,New,2,0.0,63
884,884,0,26,indepedent,18.9,41833,4518,6,8,2,"pooja room,study room,servant room,store room","Brand New Duplex Kothi, DLF Phase 1, Gurgaon, Haryana",3.0,New,2,4.0,120
885,885,1,104,zara aavaas,0.22,7302,301,1,2,2,0.0,"4033, Sector 104 Gurgaon, Gurgaon, Haryana",2.0,Relatively New,0,0.0,60
886,886,1,35,hcbs sports ville,0.38,5067,750,2,2,2,0.0,"Sohna, Sohna, Gurgaon, Haryana",9.0,New,0,0.0,0
887,887,1,56,the lions cghs,2.09,8708,2400,4,4,3,1.0,"Sector 56 Gurgaon, Sector 56 Gurgaon, Gurgaon, Haryana",7.0,New,2,1.0,125
888,888,1,69,tulip violet,1.46,9252,1578,3,3,2,1.0,"Sector 69 Gurgaon, Gurgaon, Haryana",7.0,New,2,1.0,174
889,889,0,3,indepedent,1.0,8230,1215,9,7,3,"pooja room,store room","F-121, Dharam Colony, Gurgaon, Haryana",3.0,Relatively Old,0,2.0,7
890,890,1,35,tulsiani easy in homes,0.4,6722,595,2,2,3,0.0,"Sohna, Gurgaon, Haryana",12.0,Relatively New,0,0.0,36
891,891,1,70,shree vardhman victoria,1.62,13953,1161,3,3,3,1.0,"Sector 70 Gurgaon, Gurgaon, Haryana",9.0,New,0,1.0,96
892,892,0,110,indepedent,0.34,6800,500,1,1,0,0,"Nihali Colony, Sector 110, Gurgaon, Sector 110 Gurgaon, Gurgaon, Haryana",3.0,New,0,0.0,0
893,893,1,107,m3m woodshire,1.32,6330,2085,3,3,3,0.0,"N/a, Sector 107 Gurgaon, Gurgaon, Haryana",10.0,New,0,0.0,117
894,894,1,95,ramsons kshitij,0.28,3650,767,2,2,2,1.0,"Sector 95 Gurgaon, Gurgaon, Haryana",5.0,Relatively New,0,1.0,0
895,895,1,81,dlf the ultima,2.45,11491,2132,3,3,2,1.0,"104, Sector 81 Gurgaon, Gurgaon, Haryana",9.0,New,2,1.0,174
896,896,1,86,dlf the skycourt,1.55,8035,1929,3,3,3,1.0,"123, Sector 86 Gurgaon, Gurgaon, Haryana",12.0,New,1,1.0,166
897,897,1,35,ashiana mulberry,0.95,6485,1465,2,2,3,1.0,"Sohna, Gurgaon, Haryana",3.0,Relatively New,0,1.0,89
898,898,0,11,indepedent,0.45,10000,450,5,3,0,0,"Gandhi Nagar, Sector 11, Gandhi Nagar, Gurgaon, Haryana",3.0,New,0,0.0,0
899,899,0,63,signature global city 63a,1.5,6289,2385,3,3,2,0,"Signature Global City 63a, Sector 63, Gurgaon, Sector 63 Gurgaon, Gurgaon, Haryana",3.0,Relatively New,0,0.0,0
900,900,0,70A,bptp pedestal,0.92,7750,1187,2,3,3,others,"123, Sector 70A Gurgaon, Gurgaon, Haryana",3.0,Relatively New,0,1.0,153
901,901,1,77,umang winter hills,1.05,5762,1822,3,3,3,0.0,"Sector 77 Gurgaon, Gurgaon, Haryana",7.0,New,0,0.0,49
902,902,0,3,ansals palam vihar,5.7,14729,3870,5,5,2,pooja room,"0012ka4, Palam Vihar, Gurgaon, Haryana",3.0,Old,1,1.0,94
904,904,1,102,conscient heritage max,1.75,9062,1931,3,4,3,1.0,"Abcd, Sector 102 Gurgaon, Gurgaon, Haryana",16.0,New,0,1.0,134
906,906,1,66,emaar mgf the palm drive,4.6,18400,2500,3,3,3,4.0,"Sector 66 Gurgaon, Gurgaon, Haryana",11.0,New,0,4.0,131
907,907,0,26,indepedent,6.0,33333,1800,8,5,3,0,"DLF Phase 1, Gurgaon, Haryana",3.0,Old,2,0.0,9
908,908,0,25,indepedent,16.0,26667,6000,6,5,2,0,"Sikandarpur To Dlf Phase 2, DLF Phase 2, Gurgaon, Haryana",3.0,New,0,0.0,0
909,909,1,69,tulip violet,1.38,8966,1539,3,3,1,1.0,"12th Floor, Sector 69 Gurgaon, Gurgaon, Haryana",12.0,New,0,1.0,86
910,910,1,84,alpha corp gurgaonone ,1.5,7641,1963,3,3,3,1.0,"Sector 84 Gurgaon, Gurgaon, Haryana",20.0,New,2,1.0,37
911,911,1,70,shree vardhman victoria,1.66,14254,1165,3,5,3,1.0,"Sector 70 Gurgaon, Gurgaon, Haryana",8.0,New,0,1.0,108
912,912,1,35,signature global park,0.54,6388,845,2,2,3,0.0,"M3 Fourth Floor, Sohna, Gurgaon, Haryana",4.0,Relatively New,0,0.0,44
913,913,0,1,indepedent,4.75,10556,4500,6,7,0,0,"Gurugram ,palam Vihar , Hblock ... ..Opposite Nri Ansals Celebrity Homes ..., Sector 1 Gurgaon, Gurgaon, Haryana",3.0,Relatively Old,0,0.0,0
914,914,1,43,ansals api esencia,2.4,8000,3000,4,4,3,0.0,"D Block, Ansal Esencia, Golf Course Ext Road , Gurgaon, Haryana",1.0,Relatively New,2,0.0,91
915,915,1,37D,bptp terra,1.79,8983,1993,4,3,3,1.0,"Sector 37D Gurgaon, Gurgaon, Haryana",15.0,New,2,1.0,37
916,916,0,28,indepedent,1.39,11583,1200,2,2,1,store room,"DLF Phase 4, Gurgaon, Haryana",3.0,Old,0,1.0,37
917,917,0,57,indepedent,3.7,25535,1449,8,8,2,pooja room,"B1 Block Sector 57 Gurgaon, Gurgaon, Haryana",3.0,Relatively New,2,1.0,49
918,918,0,3A,indepedent,1.1,6111,1800,8,4,3,0,"1331/31, Laxman Vihar, Gurgaon, Haryana",3.0,Old,0,0.0,7
919,919,1,84,pivotal devaan,0.36,7588,474,2,2,1,1.0,"101, Sector 84 Gurgaon, Gurgaon, Haryana",9.0,New,1,1.0,80
920,920,0,26,indepedent,4.5,33333,1350,5,5,3,0,"DLF Phase 1, Gurgaon, Haryana",3.0,Old,0,0.0,7
921,921,1,92,dlf garden city floors,1.7,8588,1980,3,4,2,0.0,"Sector 92 Gurgaon, Gurgaon, Haryana",1.0,Under Construction,0,0.0,63
922,922,0,25,dlf city plots phase 2,4.25,31481,1350,3,2,3,study room,"DLF Phase 2, Gurgaon, Haryana",3.0,Old,0,1.0,35
923,923,1,108,sobha city,2.4,17378,1381,2,2,2,0.0,"Sector 108 Gurgaon, Gurgaon, Haryana",14.0,Relatively New,2,0.0,113
924,924,1,22,ambience creacions,6.16,20533,3000,4,5,3,2.0,"Sector 22 Gurgaon, Gurgaon, Haryana",10.0,Relatively New,2,2.0,49
925,925,1,3,godrej habitat,1.35,12784,1056,2,2,0,0.0,"Godrej Habitat, Sector-3, Gurgaon, Sector 3 Gurgaon, Gurgaon, Haryana",4.0,Relatively Old,0,0.0,60
926,926,1,92,sare crescent parc,0.82,5384,1523,3,3,3,0.0,"Sector 92, Sector 92 Gurgaon, Gurgaon, Haryana",12.0,New,0,0.0,0
927,927,1,82A,vatika sovereign next,3.85,7500,5133,5,6,3,2.0,"Pc02, Sector 82A Gurgaon, Gurgaon, Haryana",6.0,Relatively New,0,2.0,148
928,928,1,88A,breez global heights 88a,0.5,8375,597,3,2,2,0.0,"Sector 88A Gurgaon, Gurgaon, Haryana",2.0,Under Construction,0,0.0,15
929,929,1,69,tulip violet,1.68,8348,2012,4,4,2,1.0,"On Spr Road, Sector 69 Gurgaon, Gurgaon, Haryana",1.0,New,0,1.0,102
930,930,1,43,dlf exclusive floors,2.35,14242,1650,3,3,2,1.0,"D14/10, DLF Phase 5, Gurgaon, Haryana",1.0,Old,2,1.0,102
931,931,1,68,supertech hues,1.0,8474,1180,2,2,3,0.0,"A-2301, Sector 68 Gurgaon, Gurgaon, Haryana",23.0,Relatively New,0,0.0,49
932,932,1,65,m3m heights,2.01,13500,1489,2,2,3,1.0,"Sector 65 Gurgaon, Gurgaon, Haryana",8.0,Relatively New,0,1.0,44
933,933,0,11,indepedent,0.7,8101,864,4,2,0,0,"620/22, Gandhi Nagar, Gurgaon, Haryana",3.0,Old,0,0.0,7
934,934,1,35,hcbs sports ville,0.24,7407,324,1,1,2,0.0,"Sohna, Gurgaon, Haryana",1.0,Relatively New,0,0.0,68
935,935,1,69,tulip violet,1.75,8882,1970,4,4,1,0.0,"12th Floor, Sector 69 Gurgaon, Gurgaon, Haryana",12.0,New,0,0.0,86
936,936,1,110A,mahindra aura,1.4,9655,1450,3,3,3,0.0,"110a, Sector 110 A Gurgaon, Gurgaon, Haryana",10.0,New,2,0.0,142
937,937,1,61,smart world orchard,1.7,15000,1133,2,2,2,0.0,"Sector 61 Gurgaon, Gurgaon, Haryana",4.0,Under Construction,0,0.0,24
